rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
937,333585,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,9E3CF3DC-3A5F-523F-B744-0652D55E9B96,1523464875550033049,2018-04-11 12:41:15.550033 EDT,2018-04-11 12:37:24.270036262~2018-04-11 12:52:32.420018463,dst,2243926,333585,file,subject,file->subject,node 333585,node 2243926,node 333585,threshold to coverage (9.821-16.528)
938,333499,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,B97AA352-BFF7-5C43-8FC2-7CA21E62375E,1523464545620033925,2018-04-11 12:35:45.620034 EDT,2018-04-11 12:21:21.430057652~2018-04-11 12:37:24.270036262,dst,2243126,333499,file,subject,file->subject,node 333499,node 2243126,node 333499,threshold to coverage (9.821-16.528)
939,333405,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,52DD9328-D592-570D-9002-2E5649024F64,1523464257250049447,2018-04-11 12:30:57.250049 EDT,2018-04-11 12:21:21.430057652~2018-04-11 12:37:24.270036262,dst,2242392,333405,file,subject,file->subject,node 333405,node 2242392,node 333405,threshold to coverage (9.821-16.528)
940,333292,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,544F1FEA-6F62-5BDC-9FA4-19C211F987C1,1523463789820057966,2018-04-11 12:23:09.820058 EDT,2018-04-11 12:21:21.430057652~2018-04-11 12:37:24.270036262,dst,2241344,333292,file,subject,file->subject,node 333292,node 2241344,node 333292,threshold to coverage (9.821-16.528)
941,333108,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,F8FBD1D1-F5AE-538C-A808-659E235F26DE,1523463157390071684,2018-04-11 12:12:37.390072 EDT,2018-04-11 12:06:09.980077633~2018-04-11 12:21:20.930060535,dst,2239704,333108,file,subject,file->subject,node 333108,node 2239704,node 333108,threshold to coverage (9.821-16.528)
942,332348,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,544B6EA5-4F71-5990-B394-CBE13C557CE7,1523460717410125769,2018-04-11 11:31:57.410126 EDT,2018-04-11 11:20:47.380140079~2018-04-11 11:35:54.920119930,dst,2233420,332348,file,subject,file->subject,node 332348,node 2233420,node 332348,threshold to coverage (9.821-16.528)
943,332329,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,CA896AC9-B5C3-5296-9253-1E24D1EE7C04,1523460696570125316,2018-04-11 11:31:36.570125 EDT,2018-04-11 11:20:47.380140079~2018-04-11 11:35:54.920119930,dst,2233357,332329,file,subject,file->subject,node 332329,node 2233357,node 332329,threshold to coverage (9.821-16.528)
944,332310,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,0D32E52B-E937-5704-90B6-81BA940194E3,1523460623710135790,2018-04-11 11:30:23.710136 EDT,2018-04-11 11:20:47.380140079~2018-04-11 11:35:54.920119930,dst,2233171,332310,file,subject,file->subject,node 332310,node 2233171,node 332310,threshold to coverage (9.821-16.528)
945,332189,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,B75576C8-F1E9-564F-A000-B85A24F935C9,1523460178270250961,2018-04-11 11:22:58.270251 EDT,2018-04-11 11:20:47.380140079~2018-04-11 11:35:54.920119930,dst,2232060,332189,file,subject,file->subject,node 332189,node 2232060,node 332189,threshold to coverage (9.821-16.528)
946,331096,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,35202DC0-8C92-56FE-81D6-CBFEC6EA65EB,1523456955500209067,2018-04-11 10:29:15.500209 EDT,2018-04-11 10:19:16.980222715~2018-04-11 10:34:24.120202667,dst,2223510,331096,file,subject,file->subject,node 331096,node 2223510,node 331096,threshold to coverage (9.821-16.528)
947,331058,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,4ED3AB07-1E70-5A9D-94A2-7C3A42476ED4,1523456825270212039,2018-04-11 10:27:05.270212 EDT,2018-04-11 10:19:16.980222715~2018-04-11 10:34:24.120202667,dst,2223168,331058,file,subject,file->subject,node 331058,node 2223168,node 331058,threshold to coverage (9.821-16.528)
948,331049,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,FAC7A9E4-FDA3-5BD3-883E-8FE797B6E575,1523456799920224302,2018-04-11 10:26:39.920224 EDT,2018-04-11 10:19:16.980222715~2018-04-11 10:34:24.120202667,dst,2223095,331049,file,subject,file->subject,node 331049,node 2223095,node 331049,threshold to coverage (9.821-16.528)
949,330965,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,BB1D85E7-D78F-546C-8DAE-543573D2EA9D,1523456557730219752,2018-04-11 10:22:37.730220 EDT,2018-04-11 10:19:16.980222715~2018-04-11 10:34:24.120202667,dst,2222452,330965,file,subject,file->subject,node 330965,node 2222452,node 330965,threshold to coverage (9.821-16.528)
950,330498,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,8ACD3A81-55E5-5106-B116-58FBE982190F,1523455304710246425,2018-04-11 10:01:44.710246 EDT,2018-04-11 09:47:50.270262876~2018-04-11 10:03:08.390243570,dst,2218880,330498,file,subject,file->subject,node 330498,node 2218880,node 330498,threshold to coverage (9.821-16.528)
951,330350,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,3ECE8B82-F211-52FF-BD0B-81AB551FAC2E,1523454852830263775,2018-04-11 09:54:12.830264 EDT,2018-04-11 09:47:50.270262876~2018-04-11 10:03:08.390243570,dst,2217715,330350,file,subject,file->subject,node 330350,node 2217715,node 330350,threshold to coverage (9.821-16.528)
952,330252,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,E7E5722C-2343-5D34-8A59-5292EEDC895C,1523454385550268724,2018-04-11 09:46:25.550269 EDT,2018-04-11 09:31:49.360287283~2018-04-11 09:47:50.160263258,dst,2216680,330252,file,subject,file->subject,node 330252,node 2216680,node 330252,threshold to coverage (9.821-16.528)
953,330143,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,76305A92-9569-54BF-B223-E13B794B4222,1523454130430274351,2018-04-11 09:42:10.430274 EDT,2018-04-11 09:31:49.360287283~2018-04-11 09:47:50.160263258,dst,2215918,330143,file,subject,file->subject,node 330143,node 2215918,node 330143,threshold to coverage (9.821-16.528)
954,330042,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,33CD00A7-2CBE-5601-B563-74502C8720E9,1523453706420282152,2018-04-11 09:35:06.420282 EDT,2018-04-11 09:31:49.360287283~2018-04-11 09:47:50.160263258,dst,2214912,330042,file,subject,file->subject,node 330042,node 2214912,node 330042,threshold to coverage (9.821-16.528)
955,329963,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,F034398C-4876-55F8-B7AB-26DF0EF25A53,1523453443470287838,2018-04-11 09:30:43.470288 EDT,2018-04-11 09:16:44.060308475~2018-04-11 09:31:49.360287283,dst,2214329,329963,file,subject,file->subject,node 329963,node 2214329,node 329963,threshold to coverage (9.821-16.528)
956,329853,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,30CCED16-53C4-5BFA-ACCD-2D7FFDD4CEE3,1523452970850300570,2018-04-11 09:22:50.850301 EDT,2018-04-11 09:16:44.060308475~2018-04-11 09:31:49.360287283,dst,2213236,329853,file,subject,file->subject,node 329853,node 2213236,node 329853,threshold to coverage (9.821-16.528)
957,329835,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,7F170C51-9F40-53AE-B9E6-13EBE9B0A158,1523452948670300225,2018-04-11 09:22:28.670300 EDT,2018-04-11 09:16:44.060308475~2018-04-11 09:31:49.360287283,dst,2213169,329835,file,subject,file->subject,node 329835,node 2213169,node 329835,threshold to coverage (9.821-16.528)
958,329732,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,B2ADF44D-E46B-5F60-9E3A-649FA08C2C81,1523452613910308910,2018-04-11 09:16:53.910309 EDT,2018-04-11 09:16:44.060308475~2018-04-11 09:31:49.360287283,dst,2212324,329732,file,subject,file->subject,node 329732,node 2212324,node 329732,threshold to coverage (9.821-16.528)
959,238293,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,64455242-477C-57C3-A021-495CB16D709B,1523069821128867526,2018-04-06 22:57:01.128868 EDT,2018-04-06 22:44:54.148880099~2018-04-06 23:00:00.028868620,dst,1302386,238293,file,subject,file->subject,node 238293,node 1302386,node 238293,threshold to coverage (9.821-16.528)
960,238131,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,C1D7E23A-299B-5C0F-8EFA-B25C29902F85,1523069174848879882,2018-04-06 22:46:14.848880 EDT,2018-04-06 22:44:54.148880099~2018-04-06 23:00:00.028868620,dst,1300898,238131,file,subject,file->subject,node 238131,node 1300898,node 238131,threshold to coverage (9.821-16.528)
961,238045,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,EE7397FC-D3A2-5D2E-BB89-E513784F2FB4,1523068854478883747,2018-04-06 22:40:54.478884 EDT,2018-04-06 22:29:45.558898518~2018-04-06 22:44:54.148880099,dst,1300160,238045,file,subject,file->subject,node 238045,node 1300160,node 238045,threshold to coverage (9.821-16.528)
962,237887,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,9E6E1078-6AD2-5ADC-8C20-5C1FFCB5BBDB,1523068242358898539,2018-04-06 22:30:42.358899 EDT,2018-04-06 22:29:45.558898518~2018-04-06 22:44:54.148880099,dst,1298758,237887,file,subject,file->subject,node 237887,node 1298758,node 237887,threshold to coverage (9.821-16.528)
963,237793,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,3204E827-0ECF-5BFB-A6CB-8E3A2224D3B0,1523067865738907591,2018-04-06 22:24:25.738908 EDT,2018-04-06 22:13:38.868923460~2018-04-06 22:29:45.558898518,dst,1297884,237793,file,subject,file->subject,node 237793,node 1297884,node 237793,threshold to coverage (9.821-16.528)
964,237575,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,76845095-2C6F-5F3D-92D5-2CC6B4DEE780,1523066975998928359,2018-04-06 22:09:35.998928 EDT,2018-04-06 21:57:28.998941500~2018-04-06 22:13:38.778928392,dst,1295886,237575,file,subject,file->subject,node 237575,node 1295886,node 237575,threshold to coverage (9.821-16.528)
965,237470,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,7717900C-3953-52A0-BC36-57FAB7649E59,1523066534468935805,2018-04-06 22:02:14.468936 EDT,2018-04-06 21:57:28.998941500~2018-04-06 22:13:38.778928392,dst,1294875,237470,file,subject,file->subject,node 237470,node 1294875,node 237470,threshold to coverage (9.821-16.528)
966,237397,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,6F88C364-D95F-592A-9617-A0D3817690E0,1523066341298945543,2018-04-06 21:59:01.298945 EDT,2018-04-06 21:57:28.998941500~2018-04-06 22:13:38.778928392,dst,1294389,237397,file,subject,file->subject,node 237397,node 1294389,node 237397,threshold to coverage (9.821-16.528)
967,237294,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,624982EA-7EBF-5D3C-AA5A-2EF04A4CC76D,1523065905978952413,2018-04-06 21:51:45.978952 EDT,2018-04-06 21:41:23.028966253~2018-04-06 21:57:28.808945448,dst,1293426,237294,file,subject,file->subject,node 237294,node 1293426,node 237294,threshold to coverage (9.821-16.528)
968,237202,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,8B80A5C5-D182-5948-A15E-684DB0BC9D05,1523065483278959243,2018-04-06 21:44:43.278959 EDT,2018-04-06 21:41:23.028966253~2018-04-06 21:57:28.808945448,dst,1292473,237202,file,subject,file->subject,node 237202,node 1292473,node 237202,threshold to coverage (9.821-16.528)
969,237059,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,47963F96-DF79-5116-9296-83B79F5409C5,1523064916648972649,2018-04-06 21:35:16.648973 EDT,2018-04-06 21:26:15.528985761~2018-04-06 21:41:22.998966968,dst,1291234,237059,file,subject,file->subject,node 237059,node 1291234,node 237059,threshold to coverage (9.821-16.528)
970,236934,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,82E154A2-D3F7-5AA9-A51D-62312A7C94C8,1523064407648985150,2018-04-06 21:26:47.648985 EDT,2018-04-06 21:26:15.528985761~2018-04-06 21:41:22.998966968,dst,1290080,236934,file,subject,file->subject,node 236934,node 1290080,node 236934,threshold to coverage (9.821-16.528)
971,236724,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,69DA6B0A-5447-5BBC-8D05-438A795ADF97,1523063486979003820,2018-04-06 21:11:26.979004 EDT,2018-04-06 21:11:00.029004222~2018-04-06 21:26:15.528985761,dst,1288037,236724,file,subject,file->subject,node 236724,node 1288037,node 236724,threshold to coverage (9.821-16.528)
972,236605,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,2CCF458B-5DC7-5FED-9889-BFB938CC686E,1523063012649014859,2018-04-06 21:03:32.649015 EDT,2018-04-06 20:55:00.099036236~2018-04-06 21:11:00.019004184,dst,1286977,236605,file,subject,file->subject,node 236605,node 1286977,node 236605,threshold to coverage (9.821-16.528)
973,236056,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,3C7135CE-EBBE-5EC2-A60D-55A7BD538A37,1523060839659075995,2018-04-06 20:27:19.659076 EDT,2018-04-06 20:24:38.269080397~2018-04-06 20:39:51.329047349,dst,1281948,236056,file,subject,file->subject,node 236056,node 1281948,node 236056,threshold to coverage (9.821-16.528)
974,235892,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,712B5F01-EA4F-5E10-BA75-8EAAF2DD6E83,1523060163219078164,2018-04-06 20:16:03.219078 EDT,2018-04-06 20:09:37.749094442~2018-04-06 20:24:38.269080397,dst,1280404,235892,file,subject,file->subject,node 235892,node 1280404,node 235892,threshold to coverage (9.821-16.528)
975,235703,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,26E7FBD6-0FCF-5D54-9AD1-9170902F7593,1523059359609099218,2018-04-06 20:02:39.609099 EDT,2018-04-06 19:54:30.249116275~2018-04-06 20:09:37.739087034,dst,1278555,235703,file,subject,file->subject,node 235703,node 1278555,node 235703,threshold to coverage (9.821-16.528)
976,235516,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,2AD8655E-5FA0-5910-B7A7-3334405774D7,1523058685149112714,2018-04-06 19:51:25.149113 EDT,2018-04-06 19:39:22.579138208~2018-04-06 19:54:30.129121806,dst,1277041,235516,file,subject,file->subject,node 235516,node 1277041,node 235516,threshold to coverage (9.821-16.528)
977,234980,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,DA74B34A-8145-517B-940A-A58BA7F7EC66,1523056669749157349,2018-04-06 19:17:49.749157 EDT,2018-04-06 19:07:06.379170540~2018-04-06 19:22:57.569150556,dst,1272195,234980,file,subject,file->subject,node 234980,node 1272195,node 234980,threshold to coverage (9.821-16.528)
978,234741,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,58C3A78E-DEC0-5E5A-958B-E4D01A350FDA,1523055779689177566,2018-04-06 19:02:59.689178 EDT,2018-04-06 18:51:59.299190429~2018-04-06 19:07:06.369175333,dst,1270161,234741,file,subject,file->subject,node 234741,node 1270161,node 234741,threshold to coverage (9.821-16.528)
979,233602,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,A8D25153-81B3-55FD-A964-BE23F17FA42E,1523051356909274057,2018-04-06 17:49:16.909274 EDT,2018-04-06 17:49:03.929274246~2018-04-06 18:04:35.829264135,dst,1259490,233602,file,subject,file->subject,node 233602,node 1259490,node 233602,threshold to coverage (9.821-16.528)
980,232208,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,DA2259CD-8772-5981-ACCF-B0323CB613C9,1523047432169364430,2018-04-06 16:43:52.169364 EDT,2018-04-06 16:32:49.919378710~2018-04-06 16:47:57.309362330,dst,1248441,232208,file,subject,file->subject,node 232208,node 1248441,node 232208,threshold to coverage (9.821-16.528)
981,232191,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,1C2FAC47-78F9-5BB9-B4CC-D375EC436270,1523047376689365272,2018-04-06 16:42:56.689365 EDT,2018-04-06 16:32:49.919378710~2018-04-06 16:47:57.309362330,dst,1248275,232191,file,subject,file->subject,node 232191,node 1248275,node 232191,threshold to coverage (9.821-16.528)
982,232139,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,C38FBEC8-17DF-54FD-A7C4-827CD06A6349,1523047157719369568,2018-04-06 16:39:17.719370 EDT,2018-04-06 16:32:49.919378710~2018-04-06 16:47:57.309362330,dst,1247783,232139,file,subject,file->subject,node 232139,node 1247783,node 232139,threshold to coverage (9.821-16.528)
983,232121,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,B099A7E9-7F84-5531-B55A-B3D49FB3FFAB,1523047125969372338,2018-04-06 16:38:45.969372 EDT,2018-04-06 16:32:49.919378710~2018-04-06 16:47:57.309362330,dst,1247698,232121,file,subject,file->subject,node 232121,node 1247698,node 232121,threshold to coverage (9.821-16.528)
984,232008,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,73E399B6-EAFC-5440-8357-746D64864E47,1523046708589381958,2018-04-06 16:31:48.589382 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1246683,232008,file,subject,file->subject,node 232008,node 1246683,node 232008,threshold to coverage (9.821-16.528)
985,231979,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,25C2D42F-BE75-5686-8F25-E6757D076828,1523046599849382622,2018-04-06 16:29:59.849383 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1246423,231979,file,subject,file->subject,node 231979,node 1246423,node 231979,threshold to coverage (9.821-16.528)
986,231941,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,9B212F88-CB77-572B-8B04-9138D3385800,1523046497279383266,2018-04-06 16:28:17.279383 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1246134,231941,file,subject,file->subject,node 231941,node 1246134,node 231941,threshold to coverage (9.821-16.528)
987,231910,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,C5AC0E4B-28EB-569D-9220-F9FA5AFD08DD,1523046381909386307,2018-04-06 16:26:21.909386 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1245876,231910,file,subject,file->subject,node 231910,node 1245876,node 231910,threshold to coverage (9.821-16.528)
988,231901,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,B33F39D7-D516-5AF9-8118-C113B84E1135,1523046368699388056,2018-04-06 16:26:08.699388 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1245827,231901,file,subject,file->subject,node 231901,node 1245827,node 231901,threshold to coverage (9.821-16.528)
989,231861,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,61648BBA-5E31-5B07-963F-5A8B572A194F,1523046235819392296,2018-04-06 16:23:55.819392 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1245494,231861,file,subject,file->subject,node 231861,node 1245494,node 231861,threshold to coverage (9.821-16.528)
990,231812,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,466FBA83-366A-5449-97AF-7F737E8F14FA,1523046116699394871,2018-04-06 16:21:56.699395 EDT,2018-04-06 16:17:42.339405658~2018-04-06 16:32:49.909379232,dst,1245188,231812,file,subject,file->subject,node 231812,node 1245188,node 231812,threshold to coverage (9.821-16.528)
991,231417,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,8F6BD27C-458C-5FB0-91B0-9A175E218700,1523044828689422780,2018-04-06 16:00:28.689423 EDT,2018-04-06 15:47:25.509436723~2018-04-06 16:02:34.669418210,dst,1241919,231417,file,subject,file->subject,node 231417,node 1241919,node 231417,threshold to coverage (9.821-16.528)
992,231302,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,1B563FF6-BBF0-5B1C-B6B4-B59B88EFCF68,1523044428019429503,2018-04-06 15:53:48.019429 EDT,2018-04-06 15:47:25.509436723~2018-04-06 16:02:34.669418210,dst,1241005,231302,file,subject,file->subject,node 231302,node 1241005,node 231302,threshold to coverage (9.821-16.528)
993,231211,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,E3909D81-B94D-5688-81A2-D628BCF94BBC,1523044026209438704,2018-04-06 15:47:06.209439 EDT,2018-04-06 15:32:09.549459802~2018-04-06 15:47:25.509436723,dst,1240099,231211,file,subject,file->subject,node 231211,node 1240099,node 231211,threshold to coverage (9.821-16.528)
994,231001,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,79BF12A4-80E6-5C26-8394-F5943252D813,1523043161369460535,2018-04-06 15:32:41.369461 EDT,2018-04-06 15:32:09.549459802~2018-04-06 15:47:25.509436723,dst,1238177,231001,file,subject,file->subject,node 231001,node 1238177,node 231001,threshold to coverage (9.821-16.528)
995,230875,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,EEBD6BA0-3190-5E8F-958E-67201FDFCB54,1523042790999468619,2018-04-06 15:26:30.999469 EDT,2018-04-06 15:17:09.519480686~2018-04-06 15:32:09.549459802,dst,1237230,230875,file,subject,file->subject,node 230875,node 1237230,node 230875,threshold to coverage (9.821-16.528)
996,230382,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,E0F6CA5B-BC13-5DD7-AA22-2864D2F2B6E5,1523040984879506848,2018-04-06 14:56:24.879507 EDT,2018-04-06 14:46:56.299520041~2018-04-06 15:01:57.249499906,dst,1232953,230382,file,subject,file->subject,node 230382,node 1232953,node 230382,threshold to coverage (9.821-16.528)
997,230302,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,A5786C31-7274-5301-BF23-0F40C9CFCB85,1523040798879512529,2018-04-06 14:53:18.879513 EDT,2018-04-06 14:46:56.299520041~2018-04-06 15:01:57.249499906,dst,1232423,230302,file,subject,file->subject,node 230302,node 1232423,node 230302,threshold to coverage (9.821-16.528)
998,230240,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,ED1F7C57-8DC4-5ECF-9D13-9BCD34061A41,1523040524869518676,2018-04-06 14:48:44.869519 EDT,2018-04-06 14:46:56.299520041~2018-04-06 15:01:57.249499906,dst,1231822,230240,file,subject,file->subject,node 230240,node 1231822,node 230240,threshold to coverage (9.821-16.528)
999,229877,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,EA322BA5-6958-5BDB-929E-2B7335A12BBF,1523039397569544377,2018-04-06 14:29:57.569544 EDT,2018-04-06 14:16:37.279562201~2018-04-06 14:31:46.219538465,dst,1228912,229877,file,subject,file->subject,node 229877,node 1228912,node 229877,threshold to coverage (9.821-16.528)
1000,229781,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,C3F36F39-CF1B-5B5B-8AE9-6A7A9DA3C883,1523039074759549719,2018-04-06 14:24:34.759550 EDT,2018-04-06 14:16:37.279562201~2018-04-06 14:31:46.219538465,dst,1228107,229781,file,subject,file->subject,node 229781,node 1228107,node 229781,threshold to coverage (9.821-16.528)
1001,229659,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,D4C03E4B-557B-50A2-9660-63BBB0B08EB0,1523038651509560258,2018-04-06 14:17:31.509560 EDT,2018-04-06 14:16:37.279562201~2018-04-06 14:31:46.219538465,dst,1227093,229659,file,subject,file->subject,node 229659,node 1227093,node 229659,threshold to coverage (9.821-16.528)
1002,229272,FP_above_threshold,10.641149521,0,1,,4,10.641149521,0.000000000,EVENT_RECVMSG,362E01AE-EDC3-59D1-B9C1-3EEB1977457A,1523030839016109323,2018-04-06 12:07:19.016109 EDT,2018-04-06 11:58:46.596121446~2018-04-06 14:01:32.369587363,dst,1224318,229272,file,subject,file->subject,node 229272,node 1224318,node 229272,threshold to coverage (9.821-16.528)
1003,229251,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,3BF18EDB-F124-56ED-92E5-4C3BB42415DD,1523030765416111898,2018-04-06 12:06:05.416112 EDT,2018-04-06 11:58:46.596121446~2018-04-06 14:01:32.369587363,dst,1224145,229251,file,subject,file->subject,node 229251,node 1224145,node 229251,threshold to coverage (9.821-16.528)
1004,229203,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,E7790A0D-C648-5D38-82BF-24240056CD89,1523030588406115572,2018-04-06 12:03:08.406116 EDT,2018-04-06 11:58:46.596121446~2018-04-06 14:01:32.369587363,dst,1223740,229203,file,subject,file->subject,node 229203,node 1223740,node 229203,threshold to coverage (9.821-16.528)
1005,229164,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,D3731825-5D0F-542B-91A1-6D708758F40B,1523030443236118038,2018-04-06 12:00:43.236118 EDT,2018-04-06 11:58:46.596121446~2018-04-06 14:01:32.369587363,dst,1223425,229164,file,subject,file->subject,node 229164,node 1223425,node 229164,threshold to coverage (9.821-16.528)
1006,229155,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,07109E4E-AA95-56F9-BBAA-187DA9E116F4,1523030442136118910,2018-04-06 12:00:42.136119 EDT,2018-04-06 11:58:46.596121446~2018-04-06 14:01:32.369587363,dst,1223402,229155,file,subject,file->subject,node 229155,node 1223402,node 229155,threshold to coverage (9.821-16.528)
1007,229105,FP_above_threshold,10.641149521,0,1,,8,10.641149521,0.000000000,EVENT_RECVMSG,EDAD2498-6407-5F6B-A9CD-95BC26D5B2E2,1523030302126122226,2018-04-06 11:58:22.126122 EDT,2018-04-06 11:43:40.166141276~2018-04-06 11:58:46.596121446,dst,1223067,229105,file,subject,file->subject,node 229105,node 1223067,node 229105,threshold to coverage (9.821-16.528)
