rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
350,83749,TN_high_below_threshold,7.054808140,0,0,,1,7.054808140,0.000000000,DELETE,394019fa-a809-4f76-920c-75cb42120bf5,1569388500309000000,2019-09-25 01:15:00.309000 EDT,2019-09-25 01:14:58.761000000~2019-09-25 01:15:40.662000000,dst,5189,83749,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE/J76G5JMB,subject: taskhostw.exe | taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE/J76G5JMB,6.000 to coverage score (16.262)
351,83750,TN_high_below_threshold,7.047149181,0,0,,2,7.047149181,0.000000000,DELETE,ee8bb660-ecd9-4a52-be8d-6876c17aa607,1569388500314000000,2019-09-25 01:15:00.314000 EDT,2019-09-25 01:14:58.761000000~2019-09-25 01:15:40.662000000,dst,5189,83750,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE/PP2GQAUV,subject: taskhostw.exe | taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/INetCache/IE/PP2GQAUV,6.000 to coverage score (16.262)
352,271036,TN_high_below_threshold,6.998527050,0,0,,13,6.998527050,0.000000000,CREATE,7a02797c-8bc6-4431-8343-82663dfd07fb,1569214663031000000,2019-09-23 00:57:43.031000 EDT,2019-09-23 00:57:41.713000000~2019-09-23 00:58:37.086000000,dst,33120,271036,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/Microsoft.NET/ngennicupdatelock.dat,"subject: /Device/HarddiskVolume1/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe | ""C:/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe"" install ""Microsoft.PowerShell.Commands.Utility, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35"" /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior",file: /Device/HarddiskVolume1/Windows/Microsoft.NET/ngennicupdatelock.dat,6.000 to coverage score (16.262)
353,33120,TN_high_below_threshold,6.998527050,0,0,,17,6.998527050,0.000000000,CREATE,7a02797c-8bc6-4431-8343-82663dfd07fb,1569214663031000000,2019-09-23 00:57:43.031000 EDT,2019-09-23 00:57:41.713000000~2019-09-23 00:58:37.086000000,src,33120,271036,subject,file,subject->file,"subject: /Device/HarddiskVolume1/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe | ""C:/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe"" install ""Microsoft.PowerShell.Commands.Utility, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35"" /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior","subject: /Device/HarddiskVolume1/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe | ""C:/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe"" install ""Microsoft.PowerShell.Commands.Utility, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35"" /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior",file: /Device/HarddiskVolume1/Windows/Microsoft.NET/ngennicupdatelock.dat,6.000 to coverage score (16.262)
354,88105,TN_high_below_threshold,6.990179062,0,0,,10,6.990179062,0.000000000,CREATE,bb65d4b3-3173-4248-856f-923243d038eb,1569418155424000000,2019-09-25 09:29:15.424000 EDT,2019-09-25 09:28:53.092000000~2019-09-25 09:29:23.201000000,dst,9419,88105,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/Microsoft.NET/ngennicupdatelock.dat,"subject: /Device/HarddiskVolume1/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe | ""C:/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe"" install ""System.Dynamic, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a"" /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior",file: /Device/HarddiskVolume1/Windows/Microsoft.NET/ngennicupdatelock.dat,6.000 to coverage score (16.262)
355,9419,TN_high_below_threshold,6.990179062,0,0,,16,6.990179062,0.000000000,CREATE,bb65d4b3-3173-4248-856f-923243d038eb,1569418155424000000,2019-09-25 09:29:15.424000 EDT,2019-09-25 09:28:53.092000000~2019-09-25 09:29:23.201000000,src,9419,88105,subject,file,subject->file,"subject: /Device/HarddiskVolume1/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe | ""C:/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe"" install ""System.Dynamic, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a"" /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior","subject: /Device/HarddiskVolume1/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe | ""C:/Windows/Microsoft.NET/Framework64/v4.0.30319/ngen.exe"" install ""System.Dynamic, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a"" /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior",file: /Device/HarddiskVolume1/Windows/Microsoft.NET/ngennicupdatelock.dat,6.000 to coverage score (16.262)
356,76663,TN_high_below_threshold,6.917665005,0,0,,2,6.917665005,0.000000000,RENAME,c27b92d5-4f48-41fa-be67-4b368d9c51ba,1569348294946000000,2019-09-24 14:04:54.946000 EDT,2019-09-24 14:04:10.085000000~2019-09-24 14:04:59.878000000,dst,5562,76663,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/session-state.json.tmp,"subject: %SystemRoot%/system32/csrss.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/session-state.json.tmp,6.000 to coverage score (16.262)
357,5562,TN_high_below_threshold,6.917665005,0,0,,1433,6.917665005,0.000000000,RENAME,c27b92d5-4f48-41fa-be67-4b368d9c51ba,1569348294946000000,2019-09-24 14:04:54.946000 EDT,2019-09-24 14:04:10.085000000~2019-09-24 14:04:59.878000000,src,5562,76663,subject,file,subject->file,"subject: %SystemRoot%/system32/csrss.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9","subject: %SystemRoot%/system32/csrss.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/session-state.json.tmp,6.000 to coverage score (16.262)
358,76664,TN_high_below_threshold,6.905839443,0,0,,3,6.905839443,0.000000000,RENAME,b6d34cb7-ff5a-497d-97dd-60c8cb145fcc,1569348595084000000,2019-09-24 14:09:55.084000 EDT,2019-09-24 14:09:25.456000000~2019-09-24 14:10:02.566000000,dst,5562,76664,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/aborted-session-ping.tmp,"subject: %SystemRoot%/system32/csrss.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/aborted-session-ping.tmp,6.000 to coverage score (16.262)
359,76665,TN_high_below_threshold,6.904301167,0,0,,8,6.904301167,0.000000000,RENAME,09ce5901-f2b7-4eec-8aa3-c6a5ad69a9dc,1569348295002000000,2019-09-24 14:04:55.002000 EDT,2019-09-24 14:04:10.085000000~2019-09-24 14:04:59.878000000,dst,5562,76665,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/aborted-session-ping,"subject: %SystemRoot%/system32/csrss.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/aborted-session-ping,6.000 to coverage score (16.262)
360,277119,TN_high_below_threshold,6.899501324,0,0,,9,6.899501324,0.000000000,CREATE,26fadcb6-0644-4271-8226-1c859999a051,1569216699075000000,2019-09-23 01:31:39.075000 EDT,2019-09-23 01:31:32.395000000~2019-09-23 01:32:15.579000000,dst,33317,277119,subject,file,subject->file,file: /Device/HarddiskVolume1/Python27/lib/site-packages/win32com/gen_py/dicts.dat,"subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | C:/Python27/python.exe ""c:/ncr/mantra/runtime/Scripts/mantra-script.py"" ""-d"" ""c:/ncr/mantra"" ""--random_startup"" ""0""",file: /Device/HarddiskVolume1/Python27/lib/site-packages/win32com/gen_py/dicts.dat,6.000 to coverage score (16.262)
361,94067,TN_high_below_threshold,6.886414051,0,0,,2,6.886414051,0.000000000,RENAME,d04bfc0e-21a8-4057-9af1-4bcf78b1b00b,1569433438865000000,2019-09-25 13:43:58.865000 EDT,2019-09-25 13:43:29.067000000~2019-09-25 13:43:59.873000000,dst,10361,94067,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/CustomDestinations/NN2ESZFNZKJQK32VK878.temp,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/Explorer.EXE,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/CustomDestinations/NN2ESZFNZKJQK32VK878.temp,6.000 to coverage score (16.262)
362,94065,TN_high_below_threshold,6.886414051,0,0,,2,6.886414051,0.000000000,RENAME,c42a7026-a8cb-4226-91d3-5b8b7df92986,1569433438087000000,2019-09-25 13:43:58.087000 EDT,2019-09-25 13:43:29.067000000~2019-09-25 13:43:59.873000000,dst,10361,94065,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/CustomDestinations/W1K27SDJNMLTGHF6VMBO.temp,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/Explorer.EXE,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/CustomDestinations/W1K27SDJNMLTGHF6VMBO.temp,6.000 to coverage score (16.262)
363,10361,TN_high_below_threshold,6.886414051,0,0,,827,6.886414051,0.000000000,RENAME,c42a7026-a8cb-4226-91d3-5b8b7df92986,1569433438087000000,2019-09-25 13:43:58.087000 EDT,2019-09-25 13:43:29.067000000~2019-09-25 13:43:59.873000000,src,10361,94065,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/Explorer.EXE,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/Explorer.EXE,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Roaming/Microsoft/Windows/Recent/CustomDestinations/W1K27SDJNMLTGHF6VMBO.temp,6.000 to coverage score (16.262)
364,76662,TN_high_below_threshold,6.879971504,0,0,,2,6.879971504,0.000000000,RENAME,69e40ca2-74ee-4e56-8e90-2104cf4356f3,1569348294841000000,2019-09-24 14:04:54.841000 EDT,2019-09-24 14:04:10.085000000~2019-09-24 14:04:59.878000000,dst,5562,76662,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/state.json.tmp,"subject: %SystemRoot%/system32/csrss.exe | ""//?/C:/Program Files (x86)/Mozilla Firefox/firefox.exe"" -marionette -profile C:/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Temp/rust_mozprofile.Axc93WYyxSE9/datareporting/state.json.tmp,6.000 to coverage score (16.262)
365,296253,TN_high_below_threshold,6.879628181,0,0,,39,6.879628181,0.000000000,CREATE,aa057506-ee34-490a-971b-0ac9abf5db6e,1569240079783000000,2019-09-23 08:01:19.783000 EDT,2019-09-23 08:00:58.884000000~2019-09-23 08:01:34.771000000,dst,10807,296253,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,6.000 to coverage score (16.262)
366,112063,TN_high_below_threshold,6.879628181,0,0,,28,6.879628181,0.000000000,CREATE,89510b1b-edda-4eea-b81e-c11ee331d11d,1569263866061000000,2019-09-23 14:37:46.061000 EDT,2019-09-23 14:37:20.792000000~2019-09-23 14:37:56.309000000,dst,25,112063,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,6.000 to coverage score (16.262)
367,10807,TN_high_below_threshold,6.879628181,0,0,,376,6.879628181,0.000000000,CREATE,aa057506-ee34-490a-971b-0ac9abf5db6e,1569240079783000000,2019-09-23 08:01:19.783000 EDT,2019-09-23 08:00:58.884000000~2019-09-23 08:01:34.771000000,src,10807,296253,subject,file,subject->file,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca","subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,6.000 to coverage score (16.262)
368,25,TN_high_below_threshold,6.879628181,0,0,,805,6.879628181,0.000000000,CREATE,89510b1b-edda-4eea-b81e-c11ee331d11d,1569263866061000000,2019-09-23 14:37:46.061000 EDT,2019-09-23 14:37:20.792000000~2019-09-23 14:37:56.309000000,src,25,112063,subject,file,subject->file,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca","subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,6.000 to coverage score (16.262)
369,98871,TN_high_below_threshold,6.879625797,0,0,,37,6.879625797,0.000000000,CREATE,edac378c-e311-4bfe-a6a7-56e502d97684,1569244638569000000,2019-09-23 09:17:18.569000 EDT,2019-09-23 09:17:07.461000000~2019-09-23 09:18:34.173000000,dst,10807,98871,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,6.000 to coverage score (16.262)
370,289237,TN_high_below_threshold,6.859159470,0,0,,4,6.859159470,0.000000000,RENAME,84628156-e539-4799-8d5d-0b767c435b93,1569231941283000000,2019-09-23 05:45:41.283000 EDT,2019-09-23 05:45:19.192000000~2019-09-23 05:45:49.418000000,dst,33707,289237,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/ppt8C60.tmp,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/ppt8C60.tmp,6.000 to coverage score (16.262)
371,289228,TN_high_below_threshold,6.859159470,0,0,,9,6.859159470,0.000000000,RENAME,3e85636a-9f81-41dd-a464-20c75ca32bee,1569231941282000000,2019-09-23 05:45:41.282000 EDT,2019-09-23 05:45:19.192000000~2019-09-23 05:45:49.418000000,dst,33707,289228,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/APPEARANCE-PLANE.pptx,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/APPEARANCE-PLANE.pptx,6.000 to coverage score (16.262)
372,33707,TN_high_below_threshold,6.859159470,0,0,,131,6.859159470,0.000000000,RENAME,84628156-e539-4799-8d5d-0b767c435b93,1569231941283000000,2019-09-23 05:45:41.283000 EDT,2019-09-23 05:45:19.192000000~2019-09-23 05:45:49.418000000,src,33707,289237,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/ppt8C60.tmp,6.000 to coverage score (16.262)
373,289283,TN_high_below_threshold,6.859157562,0,0,,3,6.859157562,0.000000000,RENAME,3046a037-4ce0-4ebb-8eb0-d117a59678ef,1569231977882000000,2019-09-23 05:46:17.882000 EDT,2019-09-23 05:45:49.479000000~2019-09-23 05:46:30.205000000,dst,33707,289283,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/E02DA8C0.tmp,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/E02DA8C0.tmp,6.000 to coverage score (16.262)
374,289282,TN_high_below_threshold,6.859157562,0,0,,5,6.859157562,0.000000000,RENAME,b7d0f03a-ba32-4ede-9595-fb7c174764e8,1569231977883000000,2019-09-23 05:46:17.883000 EDT,2019-09-23 05:45:49.479000000~2019-09-23 05:46:30.205000000,dst,33707,289282,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/ppt2006.tmp,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/ppt2006.tmp,6.000 to coverage score (16.262)
375,289280,TN_high_below_threshold,6.859157562,0,0,,7,6.859157562,0.000000000,RENAME,fd6d8f7c-2967-4f9f-aab8-2c7044dc9c2a,1569231977671000000,2019-09-23 05:46:17.671000 EDT,2019-09-23 05:45:49.479000000~2019-09-23 05:46:30.205000000,dst,33707,289280,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/ppt1F4A.tmp,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/ppt1F4A.tmp,6.000 to coverage score (16.262)
376,289232,TN_high_below_threshold,6.859157562,0,0,,5,6.859157562,0.000000000,RENAME,abee13ea-0965-4e89-bc38-12db0850ef57,1569231896874000000,2019-09-23 05:44:56.874000 EDT,2019-09-23 05:44:49.097000000~2019-09-23 05:45:19.189000000,dst,33707,289232,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/pptE38C.tmp,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe,file: /Device/HarddiskVolume1/documents/pptE38C.tmp,6.000 to coverage score (16.262)
377,278114,TN_high_below_threshold,6.847850323,0,0,,1,6.847850323,0.000000000,RENAME,703ec6e6-313d-41d3-980a-42312819f95d,1569217213995000000,2019-09-23 01:40:13.995000 EDT,2019-09-23 01:40:02.501000000~2019-09-23 01:40:39.556000000,dst,10,278114,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/AppCache/E7Q7XI8V/container.dat,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/AppCache/E7Q7XI8V/container.dat,6.000 to coverage score (16.262)
378,93787,TN_high_below_threshold,6.834532738,0,0,,1,6.834532738,0.000000000,RENAME,fc9c474a-0495-4e35-b900-a994108d06cd,1569433412237000000,2019-09-25 13:43:32.237000 EDT,2019-09-25 13:43:29.067000000~2019-09-25 13:43:59.873000000,dst,10376,93787,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/DriverStore/FileRepository/msdv.inf_amd64_c5a71baf59134779,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Program Files (x86)/Google/Chrome/Application/chrome.exe""",file: /Device/HarddiskVolume1/Windows/System32/DriverStore/FileRepository/msdv.inf_amd64_c5a71baf59134779,6.000 to coverage score (16.262)
379,269618,TN_high_below_threshold,6.834438801,0,0,,4,6.834438801,0.000000000,RENAME,6f499cca-f69d-4d44-982f-ec535be25ec0,1569213439922000000,2019-09-23 00:37:19.922000 EDT,2019-09-23 00:36:57.258000000~2019-09-23 00:37:37.242000000,dst,32378,269618,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/~WRD0001.tmp,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,file: /Device/HarddiskVolume1/documents/~WRD0001.tmp,6.000 to coverage score (16.262)
380,298199,TN_high_below_threshold,6.822722435,0,0,,2,6.822722435,0.000000000,RENAME,4f218712-0af9-4198-8282-aec964a2ae7c,1569243799562000000,2019-09-23 09:03:19.562000 EDT,2019-09-23 09:02:53.953000000~2019-09-23 09:03:28.343000000,dst,9,298199,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,6.000 to coverage score (16.262)
381,276462,TN_high_below_threshold,6.822722435,0,0,,8,6.822722435,0.000000000,RENAME,ffd1e945-bb8b-4697-83b8-bfe2d81935f4,1569216933078000000,2019-09-23 01:35:33.078000 EDT,2019-09-23 01:35:17.644000000~2019-09-23 01:36:02.602000000,dst,9,276462,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,6.000 to coverage score (16.262)
382,9,TN_high_below_threshold,6.822722435,0,0,,7283,6.822722435,0.000000000,RENAME,ffd1e945-bb8b-4697-83b8-bfe2d81935f4,1569216933078000000,2019-09-23 01:35:33.078000 EDT,2019-09-23 01:35:17.644000000~2019-09-23 01:36:02.602000000,src,9,276462,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,6.000 to coverage score (16.262)
383,295884,TN_high_below_threshold,6.822721481,0,0,,8,6.822721481,0.000000000,RENAME,51e42ae7-46a5-4851-bb27-79c0b4d92bd0,1569240069388000000,2019-09-23 08:01:09.388000 EDT,2019-09-23 08:00:58.884000000~2019-09-23 08:01:34.771000000,dst,9,295884,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/Windows/UPPS/UPPS.bin,6.000 to coverage score (16.262)
384,269445,TN_high_below_threshold,6.811854839,0,0,,15,6.811854839,0.000000000,RENAME,6c071e1d-c753-4cc3-8fda-8e0cdadd38e3,1569213406814000000,2019-09-23 00:36:46.814000 EDT,2019-09-23 00:36:03.267000000~2019-09-23 00:36:57.106000000,dst,32378,269445,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/~WRD0000.tmp,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,file: /Device/HarddiskVolume1/documents/~WRD0000.tmp,6.000 to coverage score (16.262)
385,110178,TN_high_below_threshold,6.811854839,0,0,,10,6.811854839,0.000000000,RENAME,3a47c964-bb7c-4ccc-940e-a5cf0cfce437,1569260391162000000,2019-09-23 13:39:51.162000 EDT,2019-09-23 13:38:51.956000000~2019-09-23 13:39:51.877000000,dst,11852,110178,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/~WRD0000.tmp,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,file: /Device/HarddiskVolume1/documents/~WRD0000.tmp,6.000 to coverage score (16.262)
386,52178,TN_high_below_threshold,6.805793762,0,0,,1,6.805793762,0.000000000,RENAME,4e581546-d138-484c-ab89-0078d4992dff,1569271806704000000,2019-09-23 16:50:06.704000 EDT,2019-09-23 16:49:35.569000000~2019-09-23 16:50:42.727000000,dst,10,52178,subject,file,subject->file,file: /Device/HarddiskVolume1/ncr/kickoff/ncr_utilities/file_handler.py,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/ncr/kickoff/ncr_utilities/file_handler.py,6.000 to coverage score (16.262)
