model_label,node_group,node_group_label,operation,type_pair,target_role,src_label,dst_label,attack,short_attack,endpoint_pair,short_endpoint_pair,plot_label,count
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Qt5.10.1/5.10.1/android_armv7/bin/qmake,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/5.10.1/android_armv7/bin/qmake -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,bin/qmake -> admin/qt-opensource-linux-x64-5.10.1.run,"file: bin/qmake
-> process:* admin/qt-opensource-linux-x64-5.10.1.run",6
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Qt5.10.1/5.10.1/gcc_64/bin/qmake,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/5.10.1/gcc_64/bin/qmake -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,bin/qmake -> admin/qt-opensource-linux-x64-5.10.1.run,"file: bin/qmake
-> process:* admin/qt-opensource-linux-x64-5.10.1.run",6
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Qt5.10.1/5.10.1/android_x86/bin/qmake,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/5.10.1/android_x86/bin/qmake -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,bin/qmake -> admin/qt-opensource-linux-x64-5.10.1.run,"file: bin/qmake
-> process:* admin/qt-opensource-linux-x64-5.10.1.run",5
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/crashreporter,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,benign,benign,file: /home/admin/Downloads/firefox/crashreporter -> subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/crashreporter -> firefox/firefox,"file: firefox/crashreporter
-> process:* firefox/firefox",4
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Qt5.10.1/Tools/QtCreator/libexec/qtcreator/sdktool,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/Tools/QtCreator/libexec/qtcreator/sdktool -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,qtcreator/sdktool -> admin/qt-opensource-linux-x64-5.10.1.run,"file: qtcreator/sdktool
-> process:* admin/qt-opensource-linux-x64-5.10.1.run",4
Non-leaky selected,FP,FP,EVENT_READ,file->subject,dst,file: /bin/which,subject: /bin/dash | /bin/sh /etc/cron.daily/apt,benign,benign,file: /bin/which -> subject: /bin/dash | /bin/sh /etc/cron.daily/apt,bin/which -> bin/dash,"file: bin/which
-> process:* bin/dash",2
Non-leaky selected,FP,FP,EVENT_CLONE,subject->subject,dst,subject: /bin/dash | /bin/sh -e /etc/cron.daily/apport,subject: /usr/bin/find | find /var/crash/. ! -name . -prune -type f ( ( -size 0 -a ! -name *.upload* ) -o -mtime +7 ) -exec rm -f -- {} ;,benign,benign,subject: /bin/dash | /bin/sh -e /etc/cron.daily/apport -> subject: /usr/bin/find | find /var/crash/. ! -name . -prune -type f ( ( -size 0 -a ! -name *.upload* ) -o -mtime +7 ) -exec rm -f -- {} ;,bin/dash -> bin/find,"process: bin/dash
-> process:* bin/find",1
Non-leaky selected,FP,FP,EVENT_CLONE,subject->subject,src,subject: /bin/dash | /bin/sh -e /etc/cron.daily/apport,subject: /usr/bin/find | find /var/crash/. ! -name . -prune -type f ( ( -size 0 -a ! -name *.upload* ) -o -mtime +7 ) -exec rm -f -- {} ;,benign,benign,subject: /bin/dash | /bin/sh -e /etc/cron.daily/apport -> subject: /usr/bin/find | find /var/crash/. ! -name . -prune -type f ( ( -size 0 -a ! -name *.upload* ) -o -mtime +7 ) -exec rm -f -- {} ;,bin/dash -> bin/find,"process:* bin/dash
-> process: bin/find",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Qt5.10.1/5.10.1/android_armv7/bin/qmake,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/5.10.1/android_armv7/bin/qmake -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,bin/qmake -> admin/qt-opensource-linux-x64-5.10.1.run,"file:* bin/qmake
-> process: admin/qt-opensource-linux-x64-5.10.1.run",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Qt5.10.1/5.10.1/gcc_64/bin/qmake,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/5.10.1/gcc_64/bin/qmake -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,bin/qmake -> admin/qt-opensource-linux-x64-5.10.1.run,"file:* bin/qmake
-> process: admin/qt-opensource-linux-x64-5.10.1.run",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Qt5.10.1/5.10.1/android_x86/bin/qmake,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/5.10.1/android_x86/bin/qmake -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,bin/qmake -> admin/qt-opensource-linux-x64-5.10.1.run,"file:* bin/qmake
-> process: admin/qt-opensource-linux-x64-5.10.1.run",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Downloads/firefox/crashreporter,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,benign,benign,file: /home/admin/Downloads/firefox/crashreporter -> subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/crashreporter -> firefox/firefox,"file:* firefox/crashreporter
-> process: firefox/firefox",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,benign,benign,file: /home/admin/Downloads/firefox/firefox -> subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox,"file:* firefox/firefox
-> process: firefox/firefox",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Downloads/firefox/minidump-analyzer,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/61f6f5c4-cb92-ec22-eaa0-b6673dd9c134.dmp,benign,benign,file: /home/admin/Downloads/firefox/minidump-analyzer -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/61f6f5c4-cb92-ec22-eaa0-b6673dd9c134.dmp,firefox/minidump-analyzer -> firefox/crashreporter,"file:* firefox/minidump-analyzer
-> process: firefox/crashreporter",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/minidump-analyzer,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/0799dd00-8ed9-92dd-522f-2833a1096b1b.dmp,benign,benign,file: /home/admin/Downloads/firefox/minidump-analyzer -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/0799dd00-8ed9-92dd-522f-2833a1096b1b.dmp,firefox/minidump-analyzer -> firefox/crashreporter,"file: firefox/minidump-analyzer
-> process:* firefox/crashreporter",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/minidump-analyzer,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/03414751-754c-7068-fadb-610163ea1d6e.dmp,benign,benign,file: /home/admin/Downloads/firefox/minidump-analyzer -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/03414751-754c-7068-fadb-610163ea1d6e.dmp,firefox/minidump-analyzer -> firefox/crashreporter,"file: firefox/minidump-analyzer
-> process:* firefox/crashreporter",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/minidump-analyzer,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/61f6f5c4-cb92-ec22-eaa0-b6673dd9c134.dmp,benign,benign,file: /home/admin/Downloads/firefox/minidump-analyzer -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/61f6f5c4-cb92-ec22-eaa0-b6673dd9c134.dmp,firefox/minidump-analyzer -> firefox/crashreporter,"file: firefox/minidump-analyzer
-> process:* firefox/crashreporter",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/minidump-analyzer,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/07e29163-f1e5-ae68-5dea-557927c84a61.dmp,benign,benign,file: /home/admin/Downloads/firefox/minidump-analyzer -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/07e29163-f1e5-ae68-5dea-557927c84a61.dmp,firefox/minidump-analyzer -> firefox/crashreporter,"file: firefox/minidump-analyzer
-> process:* firefox/crashreporter",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /tmp/mozilla_admin0/jAG_iSHt.bin.part,subject: /bin/bash | bash,benign,benign,file: /tmp/mozilla_admin0/jAG_iSHt.bin.part -> subject: /bin/bash | bash,mozilla_admin0/jAG_iSHt.bin.part -> bin/bash,"file:* mozilla_admin0/jAG_iSHt.bin.part
-> process: bin/bash",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /tmp/mozilla_admin0/jAG_iSHt.bin.part,subject: /bin/bash | bash,benign,benign,file: /tmp/mozilla_admin0/jAG_iSHt.bin.part -> subject: /bin/bash | bash,mozilla_admin0/jAG_iSHt.bin.part -> bin/bash,"file: mozilla_admin0/jAG_iSHt.bin.part
-> process:* bin/bash",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,dst,file: /etc/firefox/native-messaging-hosts/pass_mgr,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,benign,benign,file: /etc/firefox/native-messaging-hosts/pass_mgr -> subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,native-messaging-hosts/pass_mgr -> firefox/firefox,"file: native-messaging-hosts/pass_mgr
-> process:* firefox/firefox",1
Non-leaky selected,FP,FP,EVENT_EXECUTE,file->subject,src,file: /home/admin/Qt5.10.1/Tools/QtCreator/libexec/qtcreator/sdktool,subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,benign,benign,file: /home/admin/Qt5.10.1/Tools/QtCreator/libexec/qtcreator/sdktool -> subject: /home/admin/qt-opensource-linux-x64-5.10.1.run | ./qt-opensource-linux-x64-5.10.1.run,qtcreator/sdktool -> admin/qt-opensource-linux-x64-5.10.1.run,"file:* qtcreator/sdktool
-> process: admin/qt-opensource-linux-x64-5.10.1.run",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,src,file: /bin/lesspipe,subject: /bin/bash | bash,benign,benign,file: /bin/lesspipe -> subject: /bin/bash | bash,bin/lesspipe -> bin/bash,"file:* bin/lesspipe
-> process: bin/bash",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,dst,file: /bin/lesspipe,subject: /bin/bash | bash,benign,benign,file: /bin/lesspipe -> subject: /bin/bash | bash,bin/lesspipe -> bin/bash,"file: bin/lesspipe
-> process:* bin/bash",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,src,file: /bin/which,subject: /bin/dash | /bin/sh /etc/cron.daily/apt,benign,benign,file: /bin/which -> subject: /bin/dash | /bin/sh /etc/cron.daily/apt,bin/which -> bin/dash,"file:* bin/which
-> process: bin/dash",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,src,file: pipe:[835394],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[835394] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[835394] -> sbin/init,"file:* pipe:[835394]
-> process: sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,dst,file: pipe:[835394],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[835394] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[835394] -> sbin/init,"file: pipe:[835394]
-> process:* sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,src,file: pipe:[838307],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[838307] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[838307] -> sbin/init,"file:* pipe:[838307]
-> process: sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,dst,file: pipe:[838307],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[838307] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[838307] -> sbin/init,"file: pipe:[838307]
-> process:* sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,src,file: pipe:[839377],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[839377] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[839377] -> sbin/init,"file:* pipe:[839377]
-> process: sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,dst,file: pipe:[839377],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[839377] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[839377] -> sbin/init,"file: pipe:[839377]
-> process:* sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,src,file: pipe:[840805],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[840805] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[840805] -> sbin/init,"file:* pipe:[840805]
-> process: sbin/init",1
Non-leaky selected,FP,FP,EVENT_READ,file->subject,dst,file: pipe:[840805],subject: /sbin/init | /sbin/init ro quiet splash ,benign,benign,file: pipe:[840805] -> subject: /sbin/init | /sbin/init ro quiet splash ,pipe:[840805] -> sbin/init,"file: pipe:[840805]
-> process:* sbin/init",1
Non-leaky selected,FP,FP,EVENT_WRITE,subject->file,src,subject: /sbin/init | /usr/bin/python /usr/sbin/aptd,file: pipe:[838307],benign,benign,subject: /sbin/init | /usr/bin/python /usr/sbin/aptd -> file: pipe:[838307],sbin/init -> pipe:[838307],"process:* sbin/init
-> file: pipe:[838307]",1
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_READ,file->subject,dst,file: /bin/lesspipe,subject: /bin/bash | -bash,benign,benign,file: /bin/lesspipe -> subject: /bin/bash | -bash,bin/lesspipe -> bin/bash,"file: bin/lesspipe
-> process:* bin/bash",295
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_EXECUTE,file->subject,dst,file: /lib/udev/udev-acl,subject: /usr/sbin/console-kit-daemon | /usr/sbin/console-kit-daemon --no-daemon,benign,benign,file: /lib/udev/udev-acl -> subject: /usr/sbin/console-kit-daemon | /usr/sbin/console-kit-daemon --no-daemon,udev/udev-acl -> sbin/console-kit-daemon,"file: udev/udev-acl
-> process:* sbin/console-kit-daemon",191
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_READ,file->subject,dst,file: /bin/lesspipe,subject: /bin/bash | bash,benign,benign,file: /bin/lesspipe -> subject: /bin/bash | bash,bin/lesspipe -> bin/bash,"file: bin/lesspipe
-> process:* bin/bash",4
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_READ,file->subject,dst,file: /bin/which,subject: /bin/dash | /bin/sh /etc/cron.daily/apt,benign,benign,file: /bin/which -> subject: /bin/dash | /bin/sh /etc/cron.daily/apt,bin/which -> bin/dash,"file: bin/which
-> process:* bin/dash",4
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_READ,file->subject,dst,file: /bin/which,subject: /bin/bash | /bin/bash /etc/cron.daily/mlocate,benign,benign,file: /bin/which -> subject: /bin/bash | /bin/bash /etc/cron.daily/mlocate,bin/which -> bin/bash,"file: bin/which
-> process:* bin/bash",2
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/0799dd00-8ed9-92dd-522f-2833a1096b1b.dmp,benign,benign,file: /home/admin/Downloads/firefox/firefox -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/0799dd00-8ed9-92dd-522f-2833a1096b1b.dmp,firefox/firefox -> firefox/crashreporter,"file: firefox/firefox
-> process:* firefox/crashreporter",1
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/03414751-754c-7068-fadb-610163ea1d6e.dmp,benign,benign,file: /home/admin/Downloads/firefox/firefox -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/03414751-754c-7068-fadb-610163ea1d6e.dmp,firefox/firefox -> firefox/crashreporter,"file: firefox/firefox
-> process:* firefox/crashreporter",1
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_EXECUTE,file->subject,dst,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/61f6f5c4-cb92-ec22-eaa0-b6673dd9c134.dmp,benign,benign,file: /home/admin/Downloads/firefox/firefox -> subject: /home/admin/Downloads/firefox/crashreporter | /home/admin/Downloads/firefox/crashreporter /home/admin/.mozilla/firefox/pe11scpa.default/minidumps/61f6f5c4-cb92-ec22-eaa0-b6673dd9c134.dmp,firefox/firefox -> firefox/crashreporter,"file: firefox/firefox
-> process:* firefox/crashreporter",1
Non-leaky selected,TN_near_threshold,TN (benign) near threshold,EVENT_EXECUTE,file->subject,src,file: /lib/udev/udev-acl,subject: /usr/sbin/console-kit-daemon | /usr/sbin/console-kit-daemon --no-daemon,benign,benign,file: /lib/udev/udev-acl -> subject: /usr/sbin/console-kit-daemon | /usr/sbin/console-kit-daemon --no-daemon,udev/udev-acl -> sbin/console-kit-daemon,"file:* udev/udev-acl
-> process: sbin/console-kit-daemon",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,dst,file: /etc/firefox/native-messaging-hosts/pass_mgr,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,Browser extension Drakon dropper,Attack 0,file: /etc/firefox/native-messaging-hosts/pass_mgr -> subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,native-messaging-hosts/pass_mgr -> firefox/firefox,"file: native-messaging-hosts/pass_mgr
-> process:* firefox/firefox",9
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,src,file: /home/admin/clean,subject: /home/admin/clean,Firefox backdoor Drakon in-memory,Attack 1,file: /home/admin/clean -> subject: /home/admin/clean,admin/clean -> admin/clean,"file:* admin/clean
-> process: admin/clean",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/clean,subject: /home/admin/clean,Firefox backdoor Drakon in-memory,Attack 1,file: /home/admin/clean -> subject: /home/admin/clean,admin/clean -> admin/clean,"file: admin/clean
-> process:* admin/clean",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,src,file: /home/admin/profile,subject: /home/admin/profile,Firefox backdoor Drakon in-memory,Attack 1,file: /home/admin/profile -> subject: /home/admin/profile,admin/profile -> admin/profile,"file:* admin/profile
-> process: admin/profile",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,dst,file: /home/admin/profile,subject: /home/admin/profile,Firefox backdoor Drakon in-memory,Attack 1,file: /home/admin/profile -> subject: /home/admin/profile,admin/profile -> admin/profile,"file: admin/profile
-> process:* admin/profile",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,src,file: /var/log/mail,subject: /var/log/mail,Browser extension Drakon dropper,Attack 0,file: /var/log/mail -> subject: /var/log/mail,log/mail -> log/mail,"file:* log/mail
-> process: log/mail",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,dst,file: /var/log/mail,subject: /var/log/mail,Browser extension Drakon dropper,Attack 0,file: /var/log/mail -> subject: /var/log/mail,log/mail -> log/mail,"file: log/mail
-> process:* log/mail",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,src,file: /etc/firefox/native-messaging-hosts/gtcache,subject: /bin/dash | /bin/sh -c ./gtcache &>/dev/null &,Browser extension Drakon dropper,Attack 0,file: /etc/firefox/native-messaging-hosts/gtcache -> subject: /bin/dash | /bin/sh -c ./gtcache &>/dev/null &,native-messaging-hosts/gtcache -> bin/dash,"file:* native-messaging-hosts/gtcache
-> process: bin/dash",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,dst,file: /etc/firefox/native-messaging-hosts/gtcache,subject: /bin/dash | /bin/sh -c ./gtcache &>/dev/null &,Browser extension Drakon dropper,Attack 0,file: /etc/firefox/native-messaging-hosts/gtcache -> subject: /bin/dash | /bin/sh -c ./gtcache &>/dev/null &,native-messaging-hosts/gtcache -> bin/dash,"file: native-messaging-hosts/gtcache
-> process:* bin/dash",1
Non-leaky selected,TP,TP,EVENT_EXECUTE,file->subject,src,file: /etc/firefox/native-messaging-hosts/pass_mgr,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,Browser extension Drakon dropper,Attack 0,file: /etc/firefox/native-messaging-hosts/pass_mgr -> subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,native-messaging-hosts/pass_mgr -> firefox/firefox,"file:* native-messaging-hosts/pass_mgr
-> process: firefox/firefox",1
