model_label,score_epoch,rank,node_id,node_group,node_group_label,score,label,pred_above_threshold,saved_pred,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,short_endpoint_pair
Non-leaky selected,3,303,432707,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,B974267B-2D38-2415-77A7-A80000000010,1523404341948871865,2018-04-10 19:52:21.948872 EDT,2018-04-10 19:48:53.213146388~2018-04-10 19:58:30.619545196,dst,643874,432707,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,304,432596,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,A2245725-1A38-2415-CEB6-A70000000010,1523404258904843426,2018-04-10 19:50:58.904843 EDT,2018-04-10 19:48:53.213146388~2018-04-10 19:58:30.619545196,dst,643874,432596,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,305,432484,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,124A9EB5-0738-2415-0C9D-A60000000010,1523404179721046546,2018-04-10 19:49:39.721046 EDT,2018-04-10 19:48:53.213146388~2018-04-10 19:58:30.619545196,dst,643874,432484,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,306,431813,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,C048126C-A635-2415-6C05-A10000000010,1523401562852051136,2018-04-10 19:06:02.852051 EDT,2018-04-10 18:57:16.204049624~2018-04-10 19:12:02.635919107,dst,643874,431813,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,307,378608,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,8FFDF1E2-C22B-2415-B07C-4F0000000010,1523390689989229967,2018-04-10 16:04:49.989230 EDT,2018-04-10 16:02:45.592878058~2018-04-10 16:09:04.482021600,dst,643874,378608,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,308,378386,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,334B0CCD-C32A-2415-BFE4-4D0000000010,1523389594405194547,2018-04-10 15:46:34.405195 EDT,2018-04-10 15:40:41.945004480~2018-04-10 15:47:32.895385316,dst,643874,378386,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,309,361970,FP,FP,6.561612606,0,1,1,benign,540,6.561612606,0.000000000,EVENT_EXECUTE,0F1FAB21-54FB-2415-D230-020300000010,1523618912718757647,2018-04-13 07:28:32.718758 EDT,2018-04-13 07:30:35.362420220~2018-04-13 07:36:32.993270563,dst,643874,361970,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,310,361769,FP,FP,6.561612606,0,1,1,benign,542,6.561612606,0.000000000,EVENT_EXECUTE,AF55B9F9-0DFA-2415-7A16-000300000010,1523617511889261999,2018-04-13 07:05:11.889262 EDT,2018-04-13 06:57:20.961863666~2018-04-13 07:06:29.365840424,dst,643874,361769,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,311,358760,FP,FP,6.561612606,0,1,1,benign,537,6.561612606,0.000000000,EVENT_EXECUTE,1D11A95D-8FDF-2415-4FA7-F10200000010,1523588380802748701,2018-04-12 22:59:40.802749 EDT,2018-04-12 22:57:04.115715818~2018-04-12 23:06:35.242066754,dst,643874,358760,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,312,358292,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,8A31509A-8CDC-2415-FD2E-ED0200000010,1523585070400549258,2018-04-12 22:04:30.400549 EDT,2018-04-12 21:58:17.965918795~2018-04-12 22:04:30.698723471,dst,643874,358292,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,313,358214,FP,FP,6.561612606,0,1,1,benign,541,6.561612606,0.000000000,EVENT_EXECUTE,E8C775E3-35DC-2415-3259-EB0200000010,1523584697965594600,2018-04-12 21:58:17.965595 EDT,2018-04-12 21:58:17.965918795~2018-04-12 22:04:30.698723471,dst,643874,358214,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,314,358047,FP,FP,6.561612606,0,1,1,benign,531,6.561612606,0.000000000,EVENT_EXECUTE,D99CE55B-38DB-2415-AA5E-E90200000010,1523583609064496345,2018-04-12 21:40:09.064496 EDT,2018-04-12 21:38:34.109831178~2018-04-12 21:40:09.400044709,dst,643874,358047,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,315,357897,FP,FP,6.561612606,0,1,1,benign,534,6.561612606,0.000000000,EVENT_EXECUTE,9A5F6FDA-64DA-2415-07DD-E70200000010,1523582700654387098,2018-04-12 21:25:00.654387 EDT,2018-04-12 21:32:59.585406648~2018-04-12 21:33:04.351490264,dst,643874,357897,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,316,357860,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,633FF0F5-4DDA-2415-A636-E70200000010,1523582602331570019,2018-04-12 21:23:22.331570 EDT,2018-04-12 21:32:59.585406648~2018-04-12 21:33:04.351490264,dst,643874,357860,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,317,357398,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,1E06320B-34D9-2415-B865-D80200000010,1523581391507424798,2018-04-12 21:03:11.507425 EDT,2018-04-12 20:57:59.857989496~2018-04-12 21:03:11.811186094,dst,643874,357398,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,318,356972,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,894FD28D-3AD7-2415-168F-D30200000010,1523579220445515657,2018-04-12 20:27:00.445516 EDT,2018-04-12 20:20:55.810280836~2018-04-12 20:32:57.477144886,dst,643874,356972,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,319,356920,FP,FP,6.561612606,0,1,1,benign,542,6.561612606,0.000000000,EVENT_EXECUTE,5CD72B8F-17D7-2415-0D4E-D20200000010,1523579070144304988,2018-04-12 20:24:30.144305 EDT,2018-04-12 20:20:55.810280836~2018-04-12 20:32:57.477144886,dst,643874,356920,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,320,356454,FP,FP,6.561612606,0,1,1,benign,540,6.561612606,0.000000000,EVENT_EXECUTE,B95E4B5D-CFD4-2415-6D4F-CC0200000010,1523576561046609593,2018-04-12 19:42:41.046610 EDT,2018-04-12 19:38:55.401802137~2018-04-12 19:47:55.962897537,dst,643874,356454,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,321,309289,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,EB4C9CFD-490A-2515-888A-530300000010,1523635361838550251,2018-04-13 12:02:41.838550 EDT,2018-04-13 12:09:02.642270891~2018-04-13 12:11:27.515645313,dst,643874,309289,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,322,304219,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,9C660E82-4708-2515-2F77-440300000010,1523633152152463004,2018-04-13 11:25:52.152463 EDT,2018-04-13 11:15:04.714553636~2018-04-13 11:25:52.391701546,dst,643874,304219,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,323,304181,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,9D697482-2F08-2515-53E3-430300000010,1523633049079933341,2018-04-13 11:24:09.079933 EDT,2018-04-13 11:15:04.714553636~2018-04-13 11:25:52.391701546,dst,643874,304181,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,324,304134,FP,FP,6.561612606,0,1,1,benign,537,6.561612606,0.000000000,EVENT_EXECUTE,136373E9-0D08-2515-3C23-430300000010,1523632904779031315,2018-04-13 11:21:44.779031 EDT,2018-04-13 11:15:04.714553636~2018-04-13 11:25:52.391701546,dst,643874,304134,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,325,304034,FP,FP,6.561612606,0,1,1,benign,537,6.561612606,0.000000000,EVENT_EXECUTE,DF72FE32-C307-2515-C70D-410300000010,1523632583890334431,2018-04-13 11:16:23.890334 EDT,2018-04-13 11:15:04.714553636~2018-04-13 11:25:52.391701546,dst,643874,304034,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,326,299855,FP,FP,6.561612606,0,1,1,benign,537,6.561612606,0.000000000,EVENT_EXECUTE,A1FE07C1-1104-2515-3A14-290300000010,1523628523234262689,2018-04-13 10:08:43.234263 EDT,2018-04-13 10:01:42.863513754~2018-04-13 10:09:31.915708916,dst,643874,299855,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,327,299765,FP,FP,6.561612606,0,1,1,benign,547,6.561612606,0.000000000,EVENT_EXECUTE,62DFC2D5-AF03-2515-67BE-260300000010,1523628102675259234,2018-04-13 10:01:42.675259 EDT,2018-04-13 10:01:42.863513754~2018-04-13 10:09:31.915708916,dst,643874,299765,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,328,299630,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,3C7CFF7D-2503-2515-E19A-230300000010,1523627508497349692,2018-04-13 09:51:48.497350 EDT,2018-04-13 09:52:15.884671219~2018-04-13 09:54:41.363478402,dst,643874,299630,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,329,294633,FP,FP,6.561612606,0,1,1,benign,540,6.561612606,0.000000000,EVENT_EXECUTE,0F31E5A2-A901-2515-F242-1A0300000010,1523625877028811023,2018-04-13 09:24:37.028811 EDT,2018-04-13 09:11:43.965219139~2018-04-13 09:24:37.364256024,dst,643874,294633,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,330,294589,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,9AE8A858-8701-2515-E385-190300000010,1523625729754458266,2018-04-13 09:22:09.754458 EDT,2018-04-13 09:11:43.965219139~2018-04-13 09:24:37.364256024,dst,643874,294589,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,331,294548,FP,FP,6.561612606,0,1,1,benign,534,6.561612606,0.000000000,EVENT_EXECUTE,83F02BE6-6D01-2515-DAD3-180300000010,1523625620459483267,2018-04-13 09:20:20.459483 EDT,2018-04-13 09:11:43.965219139~2018-04-13 09:24:37.364256024,dst,643874,294548,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,332,294493,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,254CB4DB-4401-2515-DEA8-170300000010,1523625444190211109,2018-04-13 09:17:24.190211 EDT,2018-04-13 09:11:43.965219139~2018-04-13 09:24:37.364256024,dst,643874,294493,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,333,294448,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,57AB817A-2A01-2515-9DF1-160300000010,1523625330890353495,2018-04-13 09:15:30.890353 EDT,2018-04-13 09:11:43.965219139~2018-04-13 09:24:37.364256024,dst,643874,294448,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,334,294405,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,3A809878-0E01-2515-C54A-160300000010,1523625210599211066,2018-04-13 09:13:30.599211 EDT,2018-04-13 09:11:43.965219139~2018-04-13 09:24:37.364256024,dst,643874,294405,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,335,284478,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,F8DFDDC4-EC27-2415-9C4A-3F0000000010,1523386471826710520,2018-04-10 14:54:31.826710 EDT,2018-04-10 14:49:52.767560568~2018-04-10 15:04:06.592655570,dst,643874,284478,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,336,280892,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,250F80D3-4E23-2415-F932-080000000010,1523381395420876581,2018-04-10 13:29:55.420877 EDT,2018-04-10 13:27:28.216224988~2018-04-10 13:31:11.753297492,dst,643874,280892,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,337,280770,FP,FP,6.561612606,0,1,1,benign,539,6.561612606,0.000000000,EVENT_EXECUTE,6BE7EB80-2C23-2415-CF02-070000000010,1523381248006547307,2018-04-10 13:27:28.006547 EDT,2018-04-10 13:27:28.216224988~2018-04-10 13:31:11.753297492,dst,643874,280770,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,338,280656,FP,FP,6.561612606,0,1,1,benign,539,6.561612606,0.000000000,EVENT_EXECUTE,0ADACD33-1123-2415-8BCE-050000000010,1523381130748615178,2018-04-10 13:25:30.748615 EDT,2018-04-10 13:27:28.216224988~2018-04-10 13:31:11.753297492,dst,643874,280656,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,339,280545,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,05CF8670-0023-2415-54D1-040000000010,1523381058752925445,2018-04-10 13:24:18.752925 EDT,2018-04-10 13:27:28.216224988~2018-04-10 13:31:11.753297492,dst,643874,280545,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,340,280429,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,4228C3A3-E122-2415-FEB0-030000000010,1523380926468532290,2018-04-10 13:22:06.468532 EDT,2018-04-10 13:27:28.216224988~2018-04-10 13:31:11.753297492,dst,643874,280429,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,341,280314,FP,FP,6.561612606,0,1,1,benign,538,6.561612606,0.000000000,EVENT_EXECUTE,F7F3C5AD-C722-2415-578F-020000000010,1523380814967337975,2018-04-10 13:20:14.967338 EDT,2018-04-10 13:27:28.216224988~2018-04-10 13:31:11.753297492,dst,643874,280314,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,342,249717,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,A42A7A25-A2B3-2415-79B7-180200000010,1523540082952907428,2018-04-12 09:34:42.952907 EDT,2018-04-12 09:24:19.961451653~2018-04-12 09:34:43.172118635,dst,643874,249717,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,343,249606,FP,FP,6.561612606,0,1,1,benign,537,6.561612606,0.000000000,EVENT_EXECUTE,4D0DC682-88B3-2415-ABC1-170200000010,1523539972849012045,2018-04-12 09:32:52.849012 EDT,2018-04-12 09:24:19.961451653~2018-04-12 09:34:43.172118635,dst,643874,249606,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,344,249496,FP,FP,6.561612606,0,1,1,benign,532,6.561612606,0.000000000,EVENT_EXECUTE,1A028E3A-71B3-2415-B9D2-160200000010,1523539872853131802,2018-04-12 09:31:12.853132 EDT,2018-04-12 09:24:19.961451653~2018-04-12 09:34:43.172118635,dst,643874,249496,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,345,249386,FP,FP,6.561612606,0,1,1,benign,535,6.561612606,0.000000000,EVENT_EXECUTE,C1D52699-5EB3-2415-E8CF-150200000010,1523539792835827137,2018-04-12 09:29:52.835827 EDT,2018-04-12 09:24:19.961451653~2018-04-12 09:34:43.172118635,dst,643874,249386,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,346,249268,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,CD794000-3DB3-2415-03B4-140200000010,1523539648536672717,2018-04-12 09:27:28.536673 EDT,2018-04-12 09:24:19.961451653~2018-04-12 09:34:43.172118635,dst,643874,249268,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,347,247312,FP,FP,6.561612606,0,1,1,benign,534,6.561612606,0.000000000,EVENT_EXECUTE,600CF938-74B1-2415-1395-0B0200000010,1523537686688238688,2018-04-12 08:54:46.688239 EDT,2018-04-12 08:54:23.857233572~2018-04-12 09:04:24.308725949,dst,643874,247312,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,348,247202,FP,FP,6.561612606,0,1,1,benign,534,6.561612606,0.000000000,EVENT_EXECUTE,39A90ED6-60B1-2415-0F6F-0A0200000010,1523537603424332089,2018-04-12 08:53:23.424332 EDT,2018-04-12 08:54:23.857233572~2018-04-12 09:04:24.308725949,dst,643874,247202,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,349,247082,FP,FP,6.561612606,0,1,1,benign,537,6.561612606,0.000000000,EVENT_EXECUTE,739C45CA-20B1-2415-A13F-090200000010,1523537328348699763,2018-04-12 08:48:48.348700 EDT,2018-04-12 08:47:11.195663655~2018-04-12 08:48:48.367564829,dst,643874,247082,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,350,246974,FP,FP,6.561612606,0,1,1,benign,532,6.561612606,0.000000000,EVENT_EXECUTE,EFF7521F-0AB1-2415-070C-080200000010,1523537230991390703,2018-04-12 08:47:10.991391 EDT,2018-04-12 08:47:11.195663655~2018-04-12 08:48:48.367564829,dst,643874,246974,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,351,246866,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,84A7A105-FEB0-2415-8331-070200000010,1523537179020732292,2018-04-12 08:46:19.020732 EDT,2018-04-12 08:47:11.195663655~2018-04-12 08:48:48.367564829,dst,643874,246866,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,352,246760,FP,FP,6.561612606,0,1,1,benign,534,6.561612606,0.000000000,EVENT_EXECUTE,8834A66B-EAB0-2415-6D46-060200000010,1523537094832960648,2018-04-12 08:44:54.832961 EDT,2018-04-12 08:47:11.195663655~2018-04-12 08:48:48.367564829,dst,643874,246760,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
Non-leaky selected,3,353,246652,FP,FP,6.561612606,0,1,1,benign,536,6.561612606,0.000000000,EVENT_EXECUTE,EE948183-D7B0-2415-6D62-050200000010,1523537013628835054,2018-04-12 08:43:33.628835 EDT,2018-04-12 08:47:11.195663655~2018-04-12 08:48:48.367564829,dst,643874,246652,file,subject,file->subject,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,file: /home/admin/Downloads/firefox/firefox,subject: /home/admin/Downloads/firefox/firefox | /usr/bin/firefox,firefox/firefox -> firefox/firefox
